dumpLine	type	name
49656	StructProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_GetItemSourceSlotsArray:ItemSource
49657	ArrayProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_GetItemSourceSlotsArray:Result
49658	StructProperty	Result./Script/RebelAI.RebelAIStubEquipmentProxy:BP_GetItemSourceSlotsArray:Result
49659	Function	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_GetInventoryWeaponClass
49660	StructProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_GetInventoryWeaponClass:InventorySlot
49661	ClassProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_GetInventoryWeaponClass:ReturnValue
49662	Function	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipWeaponClassInAllSlots
49663	ClassProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipWeaponClassInAllSlots:WeaponClass
49664	Function	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipWeaponClass
49665	StructProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipWeaponClass:CharacterSlot
49666	ClassProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipWeaponClass:WeaponClass
49667	Function	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipInventoryWeapon
49668	StructProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipInventoryWeapon:CharacterSlot
49669	StructProperty	/Script/RebelAI.RebelAIStubEquipmentProxy:BP_EquipInventoryWeapon:InventorySlot
49670	Class	/Script/RebelAI.RebelAIStubReactionsConfig
49671	ArrayProperty	/Script/RebelAI.RebelAIStubReactionsConfig:Reactions
49672	StructProperty	Reactions./Script/RebelAI.RebelAIStubReactionsConfig:Reactions
49673	ArrayProperty	/Script/RebelAI.RebelAIStubReactionsConfig:CustomReactions
49674	StructProperty	CustomReactions./Script/RebelAI.RebelAIStubReactionsConfig:CustomReactions
49675	Class	/Script/RebelAI.RebelAISubsystem
49676	DoubleProperty	/Script/RebelAI.RebelAISubsystem:LastTimePlayerKilledCivilian
49677	ArrayProperty	/Script/RebelAI.RebelAISubsystem:StubsToForceCombat
49678	ObjectProperty	StubsToForceCombat./Script/RebelAI.RebelAISubsystem:StubsToForceCombat
49679	MapProperty	/Script/RebelAI.RebelAISubsystem:RegisteredAreas
49680	NameProperty	RegisteredAreas./Script/RebelAI.RebelAISubsystem:RegisteredAreas_Key
49681	ObjectProperty	RegisteredAreas./Script/RebelAI.RebelAISubsystem:RegisteredAreas
49682	ArrayProperty	/Script/RebelAI.RebelAISubsystem:Controllers
49683	ObjectProperty	Controllers./Script/RebelAI.RebelAISubsystem:Controllers
49684	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GameEventProcessor
49685	Function	/Script/RebelAI.RebelAISubsystem:UnsubscribeEventById
49686	IntProperty	/Script/RebelAI.RebelAISubsystem:UnsubscribeEventById:ID
49687	Function	/Script/RebelAI.RebelAISubsystem:SubscribeToStubEvent
49688	ObjectProperty	/Script/RebelAI.RebelAISubsystem:SubscribeToStubEvent:AIStub
49689	StructProperty	/Script/RebelAI.RebelAISubsystem:SubscribeToStubEvent:EventTag
49690	DelegateProperty	/Script/RebelAI.RebelAISubsystem:SubscribeToStubEvent:Delegate
49691	IntProperty	/Script/RebelAI.RebelAISubsystem:SubscribeToStubEvent:ReturnValue
49692	Function	/Script/RebelAI.RebelAISubsystem:ResetAggressionBetweenStubs
49693	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ResetAggressionBetweenStubs:AIStubA
49694	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ResetAggressionBetweenStubs:AIStubB
49695	Function	/Script/RebelAI.RebelAISubsystem:ReportGameEvent
49696	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportGameEvent:Event
49697	Function	/Script/RebelAI.RebelAISubsystem:ReportEventToStub
49698	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToStub:AIStub
49699	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToStub:Event
49700	Function	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRangeWithSkip
49701	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRangeWithSkip:Location
49702	FloatProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRangeWithSkip:Range
49703	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRangeWithSkip:Event
49704	ArrayProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRangeWithSkip:SkipStubs
49705	ObjectProperty	SkipStubs./Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRangeWithSkip:SkipStubs
49706	Function	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRange
49707	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRange:Location
49708	FloatProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRange:Range
49709	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportEventToAllStubsInRange:Event
49710	Function	/Script/RebelAI.RebelAISubsystem:ReportEvent
49711	StructProperty	/Script/RebelAI.RebelAISubsystem:ReportEvent:Event
49712	Function	/Script/RebelAI.RebelAISubsystem:RemovePlayerInvulnerability
49713	ObjectProperty	/Script/RebelAI.RebelAISubsystem:RemovePlayerInvulnerability:Source
49714	Function	/Script/RebelAI.RebelAISubsystem:RemoveCombatAgainstPlayerBlocker
49715	ObjectProperty	/Script/RebelAI.RebelAISubsystem:RemoveCombatAgainstPlayerBlocker:Blocker
49716	Function	/Script/RebelAI.RebelAISubsystem:ProcessPerception_SensingObject
49717	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ProcessPerception_SensingObject:Observer
49718	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ProcessPerception_SensingObject:Object
49719	BoolProperty	/Script/RebelAI.RebelAISubsystem:ProcessPerception_SensingObject:Sensed
49720	Function	/Script/RebelAI.RebelAISubsystem:OnPostGarbageCollect
49721	Function	/Script/RebelAI.RebelAISubsystem:IsPlayer
49722	ObjectProperty	/Script/RebelAI.RebelAISubsystem:IsPlayer:AIStub
49723	BoolProperty	/Script/RebelAI.RebelAISubsystem:IsPlayer:ReturnValue
49724	Function	/Script/RebelAI.RebelAISubsystem:IsEnabled
49725	BoolProperty	/Script/RebelAI.RebelAISubsystem:IsEnabled:ReturnValue
49726	Function	/Script/RebelAI.RebelAISubsystem:GetTicketsController
49727	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetTicketsController:ReturnValue
49728	Function	/Script/RebelAI.RebelAISubsystem:GetTestController
49729	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetTestController:ReturnValue
49730	Function	/Script/RebelAI.RebelAISubsystem:GetStubsInRange
49731	StructProperty	/Script/RebelAI.RebelAISubsystem:GetStubsInRange:Location
49732	FloatProperty	/Script/RebelAI.RebelAISubsystem:GetStubsInRange:Range
49733	ArrayProperty	/Script/RebelAI.RebelAISubsystem:GetStubsInRange:Stubs
49734	ObjectProperty	Stubs./Script/RebelAI.RebelAISubsystem:GetStubsInRange:Stubs
49735	Function	/Script/RebelAI.RebelAISubsystem:GetReactionsController
49736	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetReactionsController:ReturnValue
49737	Function	/Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange
49738	StructProperty	/Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange:Location
49739	StructProperty	/Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange:Faction
49740	FloatProperty	/Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange:Range
49741	ArrayProperty	/Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange:Stubs
49742	ObjectProperty	Stubs./Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange:Stubs
49743	BoolProperty	/Script/RebelAI.RebelAISubsystem:GetFactionStubsInRange:bSortByDistance
49744	Function	/Script/RebelAI.RebelAISubsystem:GetFactionsController
49745	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetFactionsController:ReturnValue
49746	Function	/Script/RebelAI.RebelAISubsystem:GetEnemyStubsInRange
49747	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetEnemyStubsInRange:AIStub
49748	FloatProperty	/Script/RebelAI.RebelAISubsystem:GetEnemyStubsInRange:Range
49749	ArrayProperty	/Script/RebelAI.RebelAISubsystem:GetEnemyStubsInRange:Stubs
49750	ObjectProperty	Stubs./Script/RebelAI.RebelAISubsystem:GetEnemyStubsInRange:Stubs
49751	Function	/Script/RebelAI.RebelAISubsystem:GetCounterController
49752	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetCounterController:ReturnValue
49753	Function	/Script/RebelAI.RebelAISubsystem:GetCooldownController
49754	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetCooldownController:ReturnValue
49755	Function	/Script/RebelAI.RebelAISubsystem:GetCombatController
49756	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetCombatController:ReturnValue
49757	Function	/Script/RebelAI.RebelAISubsystem:GetCombatantsInRange
49758	StructProperty	/Script/RebelAI.RebelAISubsystem:GetCombatantsInRange:Location
49759	FloatProperty	/Script/RebelAI.RebelAISubsystem:GetCombatantsInRange:Range
49760	ArrayProperty	/Script/RebelAI.RebelAISubsystem:GetCombatantsInRange:Stubs
49761	ObjectProperty	Stubs./Script/RebelAI.RebelAISubsystem:GetCombatantsInRange:Stubs
49762	Function	/Script/RebelAI.RebelAISubsystem:GetAIStubFromActor
49763	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetAIStubFromActor:Actor
49764	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetAIStubFromActor:ReturnValue
49765	Function	/Script/RebelAI.RebelAISubsystem:GetAggressionController
49766	ObjectProperty	/Script/RebelAI.RebelAISubsystem:GetAggressionController:ReturnValue
49767	Function	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTargetForAllCombatantsInRange
49768	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTargetForAllCombatantsInRange:Target
49769	FloatProperty	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTargetForAllCombatantsInRange:Range
49770	Function	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTarget
49771	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTarget:AIStub
49772	ObjectProperty	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTarget:Target
49773	FloatProperty	/Script/RebelAI.RebelAISubsystem:ForceAggressionTowardsTarget:ForceTargetDuration
49774	Function	/Script/RebelAI.RebelAISubsystem:FindStubWithTag
49775	StructProperty	/Script/RebelAI.RebelAISubsystem:FindStubWithTag:Tag
49776	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindStubWithTag:ReturnValue
49777	Function	/Script/RebelAI.RebelAISubsystem:FindStubsWithTag
49778	ArrayProperty	/Script/RebelAI.RebelAISubsystem:FindStubsWithTag:Array
49779	ObjectProperty	Array./Script/RebelAI.RebelAISubsystem:FindStubsWithTag:Array
49780	StructProperty	/Script/RebelAI.RebelAISubsystem:FindStubsWithTag:Tag
49781	Function	/Script/RebelAI.RebelAISubsystem:FindStubByController
49782	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindStubByController:Controller
49783	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindStubByController:ReturnValue
49784	Function	/Script/RebelAI.RebelAISubsystem:FindStubByActor
49785	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindStubByActor:Actor
49786	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindStubByActor:ReturnValue
49787	Function	/Script/RebelAI.RebelAISubsystem:FindPlayerStub
49788	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindPlayerStub:ReturnValue
49789	Function	/Script/RebelAI.RebelAISubsystem:FindNearestStubWithTag
49790	StructProperty	/Script/RebelAI.RebelAISubsystem:FindNearestStubWithTag:Origin
49791	StructProperty	/Script/RebelAI.RebelAISubsystem:FindNearestStubWithTag:Tag
49792	ObjectProperty	/Script/RebelAI.RebelAISubsystem:FindNearestStubWithTag:ReturnValue
49793	Function	/Script/RebelAI.RebelAISubsystem:DoesPathBetweenStubsExist
49794	ObjectProperty	/Script/RebelAI.RebelAISubsystem:DoesPathBetweenStubsExist:AIStubA
49795	ObjectProperty	/Script/RebelAI.RebelAISubsystem:DoesPathBetweenStubsExist:AIStubB
49796	DoubleProperty	/Script/RebelAI.RebelAISubsystem:DoesPathBetweenStubsExist:MaxPathLength
49797	BoolProperty	/Script/RebelAI.RebelAISubsystem:DoesPathBetweenStubsExist:bAllowNavLinks
49798	BoolProperty	/Script/RebelAI.RebelAISubsystem:DoesPathBetweenStubsExist:ReturnValue
49799	Function	/Script/RebelAI.RebelAISubsystem:BP_IsNewAIEnabledForPawn
49800	ObjectProperty	/Script/RebelAI.RebelAISubsystem:BP_IsNewAIEnabledForPawn:Pawn
49801	BoolProperty	/Script/RebelAI.RebelAISubsystem:BP_IsNewAIEnabledForPawn:ReturnValue
49802	Function	/Script/RebelAI.RebelAISubsystem:AddPlayerInvulnerability
49803	ObjectProperty	/Script/RebelAI.RebelAISubsystem:AddPlayerInvulnerability:Source
49804	Function	/Script/RebelAI.RebelAISubsystem:AddCombatAgainstPlayerBlocker
49805	ObjectProperty	/Script/RebelAI.RebelAISubsystem:AddCombatAgainstPlayerBlocker:Blocker
56005	Class	/Script/DogwoodCombat.CombatComponentBase
56006	ArrayProperty	/Script/DogwoodCombat.CombatComponentBase:ComponentActiveGameplayEffects
56007	ClassProperty	ComponentActiveGameplayEffects./Script/DogwoodCombat.CombatComponentBase:ComponentActiveGameplayEffects
56008	ClassProperty	/Script/DogwoodCombat.CombatComponentBase:AttackTargetFilterClass
56009	NameProperty	/Script/DogwoodCombat.CombatComponentBase:WarpTargetAttack
56010	NameProperty	/Script/DogwoodCombat.CombatComponentBase:LeftFootBoneName
56011	NameProperty	/Script/DogwoodCombat.CombatComponentBase:RightFootBoneName
56012	NameProperty	/Script/DogwoodCombat.CombatComponentBase:TurnInPlaceWeightCurve
56013	NameProperty	/Script/DogwoodCombat.CombatComponentBase:PelvisBoneName
56014	ByteProperty	/Script/DogwoodCombat.CombatComponentBase:PelvisForwardAxis
56015	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:LeftPosePelvisForwardDotRightMax
56016	StructProperty	/Script/DogwoodCombat.CombatComponentBase:TargetingPauseBlendOutSettings
56017	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnOpponentStunned
56018	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnStateChanged
56019	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnAttackWarning
56020	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnAttackImpact
56021	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnStunAttackReceived
56022	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnTicketStateChanged
56023	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnAnimationsChanged
56024	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:NotifyKilledDuringMontage
56025	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:NotifyDamageReflected
56026	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnTargetedStateChanged
56027	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnTargetedByFocusStateChanged
56028	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnUpperBodyFreezeUpdated
56029	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnBlockingDirectionChanged
56030	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnFatiguedStateChanged
56031	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnForcedFistFightChanged
56032	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnAttackStarted
56033	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnAttackEnded
56034	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:ParentAbilitySystemComponent
56035	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:ParentCapsuleComponent
56036	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:BlockAction
56037	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:ParryAction
56038	StructProperty	/Script/DogwoodCombat.CombatComponentBase:AttackWarningRange
56039	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:TicketsTickInterval
56040	StructProperty	/Script/DogwoodCombat.CombatComponentBase:AdditiveCharacterRotation
56041	NameProperty	/Script/DogwoodCombat.CombatComponentBase:OnAttackHitEffectName
56042	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:OnAttackHitEffect
56043	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:LastBlockedEnemy
56044	MapProperty	/Script/DogwoodCombat.CombatComponentBase:CombatAnimationConfigs
56045	EnumProperty	CombatAnimationConfigs./Script/DogwoodCombat.CombatComponentBase:CombatAnimationConfigs_Key
56046	ObjectProperty	CombatAnimationConfigs./Script/DogwoodCombat.CombatComponentBase:CombatAnimationConfigs
56047	SoftObjectProperty	/Script/DogwoodCombat.CombatComponentBase:CustomBlendTimesMatrix
56048	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:CurrentAttacker
56049	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:CurrentAttackTarget
56050	ArrayProperty	/Script/DogwoodCombat.CombatComponentBase:IncomingAttackQueue
56051	WeakObjectProperty	IncomingAttackQueue./Script/DogwoodCombat.CombatComponentBase:IncomingAttackQueue
56052	ArrayProperty	/Script/DogwoodCombat.CombatComponentBase:AttackedEnemiesForTicketsDistribution
56053	WeakObjectProperty	AttackedEnemiesForTicketsDistribution./Script/DogwoodCombat.CombatComponentBase:AttackedEnemiesForTicketsDistribution
56054	EnumProperty	/Script/DogwoodCombat.CombatComponentBase:BlockingDirection
56055	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:OwnerController
56056	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:OwnerCharacter
56057	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:OwnerInventory
56058	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:OwnerEventBus
56059	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:MotionWarping
56060	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:Config
56061	StructProperty	/Script/DogwoodCombat.CombatComponentBase:CurrentAttack
56062	StructProperty	/Script/DogwoodCombat.CombatComponentBase:OpponentResponse
56063	StructProperty	/Script/DogwoodCombat.CombatComponentBase:PerformedAttack
56064	EnumProperty	/Script/DogwoodCombat.CombatComponentBase:CurrentState
56065	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:DefenseAngleDot
56066	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:LastPlayedReactionMontage
56067	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:LastPlayedActionMontage
56068	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:LastPlayedReturnMontage
56069	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:CustomRecoveryStunMontageToPlay
56070	WeakObjectProperty	/Script/DogwoodCombat.CombatComponentBase:CombatSubsystem
56071	MapProperty	/Script/DogwoodCombat.CombatComponentBase:BlockingDirectionChangeTimes
56072	EnumProperty	BlockingDirectionChangeTimes./Script/DogwoodCombat.CombatComponentBase:BlockingDirectionChangeTimes_Key
56073	FloatProperty	BlockingDirectionChangeTimes./Script/DogwoodCombat.CombatComponentBase:BlockingDirectionChangeTimes
56074	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:CachedAnimInstance
56075	ArrayProperty	/Script/DogwoodCombat.CombatComponentBase:MeshesHidden
56076	WeakObjectProperty	MeshesHidden./Script/DogwoodCombat.CombatComponentBase:MeshesHidden
56077	StructProperty	/Script/DogwoodCombat.CombatComponentBase:SlidingConfigDefault
56078	MapProperty	/Script/DogwoodCombat.CombatComponentBase:SpawnedWeapons
56079	EnumProperty	SpawnedWeapons./Script/DogwoodCombat.CombatComponentBase:SpawnedWeapons_Key
56080	ObjectProperty	SpawnedWeapons./Script/DogwoodCombat.CombatComponentBase:SpawnedWeapons
56081	InterfaceProperty	/Script/DogwoodCombat.CombatComponentBase:SheathedWeaponHolder
56082	ClassProperty	/Script/DogwoodCombat.CombatComponentBase:EquippedWeapon
56083	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:EquippedWeaponMesh
56084	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:EquippedWeaponOffhandMesh
56085	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:EquippedScabbardMesh
56086	ClassProperty	/Script/DogwoodCombat.CombatComponentBase:EquippedWeaponOffHand
56087	MulticastInlineDelegateProperty	/Script/DogwoodCombat.CombatComponentBase:OnHitReceived
56088	MapProperty	/Script/DogwoodCombat.CombatComponentBase:Hitboxes
56089	IntProperty	Hitboxes./Script/DogwoodCombat.CombatComponentBase:Hitboxes_Key
56090	ObjectProperty	Hitboxes./Script/DogwoodCombat.CombatComponentBase:Hitboxes
56091	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:AIStub
56092	Function	/Script/DogwoodCombat.CombatComponentBase:WantsToBlock
56093	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:WantsToBlock:ReturnValue
56094	Function	/Script/DogwoodCombat.CombatComponentBase:UnlockStamina
56095	Function	/Script/DogwoodCombat.CombatComponentBase:UnlockHealth
56096	Function	/Script/DogwoodCombat.CombatComponentBase:UnblockCombat
56097	Function	/Script/DogwoodCombat.CombatComponentBase:TryActivateDodgeAbility
56098	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:TryActivateDodgeAbility:ReturnValue
56099	Function	/Script/DogwoodCombat.CombatComponentBase:SpawnHandToHandWeapons
56100	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SpawnHandToHandWeapons:ReturnValue
56101	Function	/Script/DogwoodCombat.CombatComponentBase:SpawnEquippedWeapon
56102	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SpawnEquippedWeapon:bUpdateCombatModeGameplayTag
56103	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SpawnEquippedWeapon:ReturnValue
56104	Function	/Script/DogwoodCombat.CombatComponentBase:SetStaminaPercent
56105	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:SetStaminaPercent:InPercent
56106	Function	/Script/DogwoodCombat.CombatComponentBase:SetRootMotionScalingEnabled
56107	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetRootMotionScalingEnabled:bEnabled
56108	Function	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion
56109	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion:bInOverride
56110	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion:bInAllowEarlyBlendOut
56111	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion:InEarlyBlendOutTime
56112	NameProperty	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion:InForwardMovementCurveName
56113	NameProperty	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion:InRightMovementCurveName
56114	NameProperty	/Script/DogwoodCombat.CombatComponentBase:SetOverrideAnimRootMotion:InMovementAlphaCurveName
56115	Function	/Script/DogwoodCombat.CombatComponentBase:SetHealthPercent
56116	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:SetHealthPercent:InPercent
56117	Function	/Script/DogwoodCombat.CombatComponentBase:SetForcedFistfight
56118	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetForcedFistfight:bEnabled
56119	Function	/Script/DogwoodCombat.CombatComponentBase:SetDesiredBlockState
56120	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetDesiredBlockState:bWantsToBlock
56121	Function	/Script/DogwoodCombat.CombatComponentBase:SetAnimationConfig
56122	MapProperty	/Script/DogwoodCombat.CombatComponentBase:SetAnimationConfig:Map
56123	EnumProperty	Map./Script/DogwoodCombat.CombatComponentBase:SetAnimationConfig:Map_Key
56124	ClassProperty	Map./Script/DogwoodCombat.CombatComponentBase:SetAnimationConfig:Map
56125	Function	/Script/DogwoodCombat.CombatComponentBase:SetAdditionalRootMotionSpeed
56126	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetAdditionalRootMotionSpeed:bInAddAdditionalRootMotionSpeed
56127	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:SetAdditionalRootMotionSpeed:InAdditionalRootMotionSpeed
56128	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:SetAdditionalRootMotionSpeed:InDesiredRootMotionDistance
56129	Function	/Script/DogwoodCombat.CombatComponentBase:SetAdditionalDistanceEnabled
56130	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:SetAdditionalDistanceEnabled:bValue
56131	Function	/Script/DogwoodCombat.CombatComponentBase:ReplaceDodgeAnimation
56132	StructProperty	/Script/DogwoodCombat.CombatComponentBase:ReplaceDodgeAnimation:QueryTags
56133	Function	/Script/DogwoodCombat.CombatComponentBase:RemoveAllWeapons
56134	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:RemoveAllWeapons:bShouldUpdateAnimLayers
56135	Function	/Script/DogwoodCombat.CombatComponentBase:ReactToHit
56136	StructProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToHit:InAnimData
56137	StructProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToHit:InAttackData
56138	StructProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToHit:Response
56139	Function	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomStun
56140	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomStun:StunLoopMontage
56141	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomStun:StunEndMontage
56142	Function	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit
56143	StructProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit:Tags
56144	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit:Caster
56145	EnumProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit:HitDirection
56146	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit:bIsBlockable
56147	FloatProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit:ParryWindow
56148	EnumProperty	/Script/DogwoodCombat.CombatComponentBase:ReactToCustomHit:ReturnValue
56149	Function	/Script/DogwoodCombat.CombatComponentBase:PlayReactionMontage
56150	ObjectProperty	/Script/DogwoodCombat.CombatComponentBase:PlayReactionMontage:ReactionMontage
56151	Function	/Script/DogwoodCombat.CombatComponentBase:PlayFaceAnimation
56152	StructProperty	/Script/DogwoodCombat.CombatComponentBase:PlayFaceAnimation:AnimTag
56153	Function	/Script/DogwoodCombat.CombatComponentBase:PlayDodgeAnimation
56154	StructProperty	/Script/DogwoodCombat.CombatComponentBase:PlayDodgeAnimation:QueryTags
56155	BoolProperty	/Script/DogwoodCombat.CombatComponentBase:PlayDodgeAnimation:bIgnoreStateTransitionRules
56156	StructProperty	/Script/DogwoodCombat.CombatComponentBase:PlayDodgeAnimation:ReturnValue
56157	Function	/Script/DogwoodCombat.CombatComponentBase:PlayBlockParryReaction
